Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Alex,NZ,Smart TV,0,p,Penguins of Madagascar: The Movie,play,video_info,2021-09-25 19:06:02
Alex,NZ,Smart TV,0,p,Penguins of Madagascar: The Movie,view_video_info,title_results,2021-09-25 19:05:59
Alex,NZ,MVPD STB,0,k,The Karate Kid,play,video_info,2021-09-02 07:23:36
Alex,NZ,MVPD STB,0,k,The Karate Kid,view_video_info,title_results,2021-09-02 07:23:29
Alex,NZ,MVPD STB,0,k,The Karate Kid,view_video_info,title_results,2021-09-02 07:23:22
Alex,NZ,MVPD STB,0,comi,Coming to America,play,video_info,2021-08-28 03:55:43
Alex,NZ,MVPD STB,0,comi,Coming to America,view_video_info,title_results,2021-08-28 03:55:39
Alex,NZ,MVPD STB,0,men,Men in Black,view_video_info,suggestion_title_results,2021-08-21 03:35:50
Alex,NZ,MVPD STB,0,men,Men in Black II,view_suggestion_info,suggestion_results,2021-08-21 03:35:48
Alex,NZ,MVPD STB,0,me,Men in Black,view_video_info,title_results,2021-08-21 03:35:31
Alex,NZ,Smart TV,0,hot,Hotel Transylvania 3: Summer Vacation,view_video_info,title_results,2021-07-02 20:29:47
Alex,NZ,MVPD STB,0,zo,The Legend of Zorro,play,video_info,2021-06-19 08:01:00
Alex,NZ,MVPD STB,0,zo,The Legend of Zorro,view_video_info,title_results,2021-06-19 08:00:56
Alex,NZ,MVPD STB,0,roo,Room on the Broom,play,video_info,2021-06-11 07:26:48
Alex,NZ,MVPD STB,0,roo,Room on the Broom,view_video_info,title_results,2021-06-11 07:26:43
Alex,NZ,MVPD STB,0,jonn,Johnny English Reborn,view_video_info,title_results,2021-05-21 05:33:06
Alex,NZ,iPad,0,planet of the apes,Godzilla,view_video_info,title_results,2021-05-01 09:25:02
Alex,NZ,iPad,0,king kong,GODZILLA Planet of the Monsters,view_video_info,title_results,2021-05-01 09:24:12
Alex,NZ,iPad,0,king kong,Kong: King of the Apes,view_video_info,title_results,2021-05-01 09:24:02
Alex,NZ,Smart TV,0,d,Despicable Me,play,video_info,2021-04-17 20:23:36
Alex,NZ,Smart TV,0,d,Despicable Me,view_video_info,title_results,2021-04-17 20:23:29
Alex,NZ,MVPD STB,0,scho,School of Rock,play,video_info,2021-04-10 07:54:50
Alex,NZ,MVPD STB,0,scho,School of Rock,view_video_info,title_results,2021-04-10 07:54:48
Alex,NZ,MVPD STB,0,schoo,School of Rock,view_video_info,title_results,2021-04-10 06:20:24
Alex,NZ,MVPD STB,0,thu,Thunder Force,play,video_info,2021-04-10 00:05:58
Alex,NZ,MVPD STB,0,thu,Thunder Force,view_video_info,title_results,2021-04-10 00:05:55
Alex,NZ,MVPD STB,0,j,Jurassic Park,play,video_info,2021-03-06 01:55:16
Alex,NZ,MVPD STB,0,j,Jurassic Park,view_video_info,title_results,2021-03-06 01:54:55
Alex,NZ,MVPD STB,0,home,How the Grinch Stole Christmas,view_video_info,suggestion_title_results,2020-12-23 06:02:56
Alex,NZ,MVPD STB,0,home,Home Alone,view_suggestion_info,suggestion_results,2020-12-23 06:02:52
Alex,NZ,Smart TV,0,bo,The Boss Baby: Get That Baby!,play,video_info,2020-11-20 18:50:53
Alex,NZ,Smart TV,0,bo,The Boss Baby: Get That Baby!,view_video_info,title_results,2020-11-20 18:50:49
Alex,NZ,MVPD STB,0,sp,The Amazing Spider-Man 2,play,video_info,2020-11-07 03:09:26
Alex,NZ,MVPD STB,0,sp,The Amazing Spider-Man 2,view_video_info,title_results,2020-11-07 03:09:22
Alex,NZ,MVPD STB,0,bo,The Boss Baby: Get That Baby!,play,video_info,2020-10-22 02:11:58
Alex,NZ,MVPD STB,0,bo,The Boss Baby: Get That Baby!,view_video_info,title_results,2020-10-22 02:11:55
Alex,NZ,MVPD STB,0,spi,Spider-Man,view_suggestion_info,suggestion_results,2020-10-09 04:29:26
Alex,NZ,MVPD STB,0,the ama,Spider-Man: Homecoming,view_video_info,title_results,2020-10-09 04:27:56
Alex,NZ,MVPD STB,0,go,Goosebumps,play,video_info,2020-10-08 03:36:19
Alex,NZ,MVPD STB,0,go,Goosebumps,view_video_info,title_results,2020-10-08 03:36:08
Alex,NZ,MVPD STB,0,latt,Latte and the Magic Waterstone,play,video_info,2020-08-19 02:56:04
Alex,NZ,MVPD STB,0,latt,Latte and the Magic Waterstone,view_video_info,title_results,2020-08-19 02:55:58
Alex,NZ,MVPD STB,0,ba,Back to the Future Part II,play,video_info,2020-08-01 06:41:38
Alex,NZ,MVPD STB,0,ba,Back to the Future Part II,view_video_info,title_results,2020-08-01 06:39:12
Alex,NZ,Smart TV,0,tin,The Adventures of Tintin,play,video_info,2020-07-30 06:51:47
Alex,NZ,Smart TV,0,tin,The Adventures of Tintin,view_video_info,title_results,2020-07-30 06:51:41
Alex,NZ,MVPD STB,0,sn,Robin Hood,play,video_info,2020-07-18 05:12:33
Alex,NZ,MVPD STB,0,sn,Robin Hood,view_video_info,title_results,2020-07-18 05:12:30
Alex,NZ,MVPD STB,0,little ra,The Little Rascals Save the Day,view_suggestion_info,suggestion_results,2020-07-03 06:10:14
Alex,NZ,MVPD STB,0,li,The Little Rascals,play,video_info,2020-06-12 05:26:02
Alex,NZ,MVPD STB,0,li,The Little Rascals,view_video_info,title_results,2020-06-12 05:25:58
Alex,NZ,MVPD STB,1,sur,Power Rangers Mystic Force,play,video_info,2020-01-30 03:08:33
Alex,NZ,MVPD STB,1,sur,Power Rangers Mystic Force,view_video_info,suggestion_title_results,2020-01-30 03:08:29
Alex,NZ,MVPD STB,1,sur,Superheroes,view_suggestion_info,suggestion_results,2020-01-30 03:08:19
Alex,NZ,MVPD STB,1,s,Sonic X,view_video_info,suggestion_title_results,2020-01-30 03:07:09
Alex,NZ,MVPD STB,1,s,Sonic the Hedgehog,view_suggestion_info,suggestion_results,2020-01-30 03:07:04
Alex,NZ,MVPD STB,1,yo,Young Justice,play,video_info,2020-01-29 04:53:33
Alex,NZ,MVPD STB,1,yo,Young Justice,view_video_info,title_results,2020-01-29 04:53:32
Alex,NZ,MVPD STB,1,yo,Young Justice,play,video_info,2020-01-29 04:52:24
Alex,NZ,MVPD STB,1,yo,Young Justice,view_video_info,title_results,2020-01-29 04:52:22
Alex,NZ,iPad,1,young ,Young Justice,play,video_info,2020-01-29 03:13:39
Alex,NZ,iPad,1,young ,Young Justice,view_video_info,title_results,2020-01-29 03:13:29
Alex,NZ,MVPD STB,1,yo,Young Justice,play,video_info,2020-01-29 02:22:28
Alex,NZ,MVPD STB,1,yo,Young Justice,view_video_info,title_results,2020-01-29 02:20:45
Alex,NZ,MVPD STB,1,t,Teen Titans Go!,play,video_info,2020-01-19 04:48:40
Alex,NZ,MVPD STB,1,t,Teen Titans Go!,view_video_info,title_results,2020-01-19 04:48:38
Alex,US,iPad,1,scooby doo,Charlie and the Chocolate Factory,view_video_info,title_results,2020-01-10 12:58:37
Alex,US,iPad,1,scooby doo,Scooby-Doo!: Mystery Incorporated,play,video_info,2020-01-10 12:58:20
Alex,US,iPad,1,scooby doo,Scooby-Doo!: Mystery Incorporated,view_video_info,title_results,2020-01-10 12:58:16
Alex,NZ,HTML 5,1,bear gri,You vs. Wild,play,video_info,2019-12-23 04:06:33
Alex,NZ,HTML 5,1,bear gri,You vs. Wild,view_video_info,title_results,2019-12-23 04:06:26
Alex,NZ,MVPD STB,1,king,All Hail King Julien: Exiled,play,video_info,2019-12-14 03:19:59
Alex,NZ,MVPD STB,1,king,All Hail King Julien: Exiled,view_video_info,title_results,2019-12-14 03:19:56
Alex,NZ,MVPD STB,1,cat,The Cat in the Hat Knows a Lot About That!,play,video_info,2019-11-29 00:07:44
Alex,NZ,MVPD STB,1,cat,The Cat in the Hat Knows a Lot About That!,view_video_info,title_results,2019-11-29 00:07:43
Alex,NZ,MVPD STB,1,p,Paddington 2,play,video_info,2019-10-19 04:05:57
Alex,NZ,MVPD STB,1,p,Paddington 2,view_video_info,title_results,2019-10-19 04:05:55
Alex,NZ,iPad,1,earth,Our Planet,view_video_info,title_results,2019-10-10 20:11:19
Alex,NZ,iPad,1,earth,Earth: One Amazing Day,view_video_info,title_results,2019-10-10 20:10:59
Alex,NZ,iPad,1,earth,Our Planet,view_video_info,title_results,2019-10-10 20:10:48
Alex,NZ,iPad,1,earth,The Universe,view_video_info,title_results,2019-10-10 20:10:34
Alex,NZ,iPad,1,earth,Brain Games,play,video_info,2019-10-10 20:09:01
Alex,NZ,iPad,1,earth,Brain Games,view_video_info,title_results,2019-10-10 20:08:11
Alex,NZ,MVPD STB,1,bear g,Our Planet,play,video_info,2019-10-10 07:51:33
Alex,NZ,MVPD STB,1,bear g,Our Planet,view_video_info,title_results,2019-10-10 07:51:24
Alex,NZ,MVPD STB,1,bear g,You vs. Wild,play,video_info,2019-10-10 07:50:46
Alex,NZ,MVPD STB,1,bear g,You vs. Wild,view_video_info,title_results,2019-10-10 07:50:37
Alex,NZ,Android Tablet,1,sti,Geronimo Stilton,play,video_info,2019-05-25 20:54:38
Alex,NZ,Android Tablet,1,sti,Geronimo Stilton,view_video_info,title_results,2019-05-25 20:40:35
Alex,NZ,Android Tablet,1,still,Horrid Henry,view_video_info,title_results,2019-05-25 20:40:15
Alex,NZ,Android Tablet,1,g,Despicable Me,view_video_info,title_results,2019-05-25 20:37:00
Alex,NZ,iPad,1,harry,Harry Potter and the Philosopher's Stone,view_video_info,title_results,2019-03-31 03:11:29
Alex,NZ,Android,1,home alone,alvin and the chipmunks,view_video_info,video_info,2018-03-23 05:56:11
Alex,NZ,Android,1,home alone,alvin and the chipmunks,play,video_info,2018-03-23 05:56:10
Alex,NZ,Android,1,home alone,alvin and the chipmunks,view_video_info,title_results,2018-03-23 05:56:07
Alex,NZ,Android,1,kung ,kung fu panda: secrets of the scroll,view_video_info,video_info,2018-01-02 03:28:56
Alex,NZ,Android,1,kung ,kung fu panda: secrets of the scroll,play,video_info,2018-01-02 03:28:54
Alex,NZ,Android,1,kung ,kung fu panda: secrets of the scroll,view_video_info,title_results,2018-01-02 03:28:51
Alex,NZ,Android Tablet,1,shrek,shrek,play,video_info,2016-12-25 21:46:14
Alex,NZ,Android Tablet,1,shrek,shrek,view_video_info,video_info,2016-12-25 21:46:11
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,view_video_info,video_info,2016-12-25 21:45:55
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,play,video_info,2016-12-25 21:45:53
Alex,NZ,Android Tablet,1,shrek,dreamworks shrek's swamp stories,view_video_info,video_info,2016-12-25 21:45:50
Alex,NZ,Android Tablet,1,shrek,dreamworks shrek's swamp stories,play,video_info,2016-12-25 21:45:09
Alex,NZ,Android Tablet,1,shrek,dreamworks shrek's swamp stories,play,video_info,2016-12-25 21:05:39
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,play,video_info,2016-12-25 20:43:49
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,view_video_info,video_info,2016-12-25 20:43:46
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,play,video_info,2016-12-25 20:42:13
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,view_video_info,video_info,2016-12-25 20:42:09
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,play,video_info,2016-12-25 19:45:56
Alex,NZ,Android Tablet,1,shrek,dreamworks spooky stories,view_video_info,title_results,2016-12-25 19:45:45
Alex,NZ,Android Tablet,1,night,in the night garden,view_video_info,video_info,2016-11-11 18:00:49
Alex,NZ,Android Tablet,1,night,in the night garden,view_video_info,title_results,2016-11-11 17:59:28
Alex,NZ,Android Tablet,1,night,in the night garden,play,title_results,2016-11-11 17:59:25
Cruzer,NZ,iPad,0,battl,,view_video_info,suggestion_title_results,2021-09-18 02:37:22
Cruzer,NZ,iPad,0,this is us ,This Is Us,view_suggestion_info,suggestion_results,2021-09-15 03:44:17
Cruzer,NZ,iPad,0,battle,Battlebots,view_video_info,title_results,2021-09-10 04:58:09
Cruzer,NZ,iPad,0,kareta ,The Karate Kid,view_video_info,title_results,2021-09-02 07:22:51
Cruzer,NZ,iPad,0,kareta ,The Karate Kid,view_video_info,title_results,2021-09-02 07:22:46
Cruzer,NZ,iPad,0,king kong ,King Kong,view_suggestion_info,suggestion_results,2021-09-02 07:22:35
Cruzer,NZ,iPad,0,king kong ,The Karate Kid,view_video_info,title_results,2021-09-02 07:22:22
Cruzer,NZ,iPad,0,batman,Batman Begins,view_video_info,title_results,2021-08-31 07:00:50
Cruzer,NZ,iPad,0,batman,The Dark Knight,view_video_info,title_results,2021-08-29 08:45:01
Cruzer,NZ,iPad,0,comin,Coming to America,view_video_info,title_results,2021-08-28 03:53:11
Cruzer,NZ,iPad,0,50,Fifty Shades of Grey,view_video_info,title_results,2021-08-21 09:06:35
Cruzer,NZ,iPad,0,men in black ,Men in Black,view_video_info,title_results,2021-08-20 05:33:13
Cruzer,NZ,iPad,0,,,play,popularSearches,2021-07-30 05:29:01
Cruzer,NZ,iPad,0,,The Big Bang Theory,play,popularSearches,2021-07-30 04:51:28
Cruzer,NZ,iPad,0,,The Big Bang Theory,view_video_info,popularSearches,2021-07-30 04:51:12
Cruzer,NZ,iPad,0,are ,Are We There Yet?,view_video_info,title_results,2021-07-16 06:16:40
Cruzer,NZ,iPad,0,bridget,Bridget Jones's Baby,view_video_info,title_results,2021-07-13 01:45:11
Cruzer,NZ,iPad,0,bridget,Bridget Jones: The Edge of Reason,view_video_info,title_results,2021-07-13 01:44:45
Cruzer,NZ,iPad,0,,Heartland,view_video_info,popularSearches,2021-07-13 01:44:05
Cruzer,NZ,iPad,0,love ,Love Is Blind,view_video_info,title_results,2021-07-13 01:43:37
Cruzer,NZ,iPad,0,love ,Love Song,view_video_info,title_results,2021-07-13 01:43:16
Cruzer,NZ,iPad,0,love,Love Song,view_video_info,title_results,2021-07-13 00:23:06
Cruzer,NZ,iPad,0,tri,Trippin' with the Kandasamys,view_video_info,title_results,2021-06-07 01:57:46
Cruzer,NZ,iPad,0,jess,Marvel's Jessica Jones,view_video_info,title_results,2021-05-23 06:28:47
Cruzer,NZ,iPad,0,giri,Giri / Haji,view_video_info,title_results,2021-04-28 06:46:23
Cruzer,NZ,iPad,0,new am,New Amsterdam,view_video_info,title_results,2021-04-28 06:36:16
Cruzer,NZ,iPad,0,johnny,Johnny English,view_video_info,title_results,2021-04-28 06:32:27
Cruzer,NZ,iPad,0,the floor,Floor Is Lava,view_video_info,title_results,2021-04-26 06:44:30
Cruzer,NZ,iPad,0,godzilla,GODZILLA The Planet Eater,view_video_info,title_results,2021-04-02 01:53:50
Cruzer,NZ,iPad,0,godzilla,GODZILLA Planet of the Monsters,view_video_info,title_results,2021-04-02 01:53:45
Cruzer,NZ,iPad,0,godzilla,Godzilla: King of the Monsters,view_video_info,title_results,2021-04-02 01:53:40
Cruzer,NZ,iPad,0,godzilla,GODZILLA Planet of the Monsters,view_video_info,title_results,2021-04-02 01:53:31
Cruzer,NZ,iPad,0,godzilla,GODZILLA The Planet Eater,view_video_info,title_results,2021-04-02 01:53:21
Cruzer,NZ,iPad,0,godzilla,Godzilla,view_video_info,title_results,2021-04-02 01:53:08
Cruzer,NZ,iPad,0,godzilla,Godzilla: King of the Monsters,view_video_info,title_results,2021-04-02 01:53:02
Cruzer,NZ,iPad,0,country,Country Comfort,view_video_info,title_results,2021-03-31 06:37:16
Cruzer,NZ,iPad,0,you,You,view_video_info,title_results,2021-03-21 03:23:12
Cruzer,NZ,iPad,0,jura,Jurassic World,view_video_info,title_results,2021-03-12 06:30:29
Cruzer,NZ,iPad,0,jura,Jurassic Park III,view_video_info,title_results,2021-03-06 03:41:55
Cruzer,NZ,iPad,0,jura,Jurassic Park,view_video_info,title_results,2021-03-06 03:41:06
Cruzer,NZ,iPad,0,jura,Jurassic Park III,view_video_info,title_results,2021-03-06 03:41:01
Cruzer,NZ,iPad,0,jura,Jurassic World,view_video_info,title_results,2021-03-06 03:40:58
Cruzer,NZ,iPad,0,godz,Godzilla: King of the Monsters,view_video_info,title_results,2021-03-03 18:19:30
Cruzer,NZ,iPad,0,capa,Capitani,play,video_info,2021-03-01 06:10:53
Cruzer,NZ,iPad,0,capa,Capitani,view_video_info,title_results,2021-03-01 06:10:49
Cruzer,NZ,iPad,0,capa,Capitani,view_video_info,title_results,2021-03-01 06:10:04
Cruzer,NZ,iPad,0,hem,Hemlock Grove,view_video_info,title_results,2021-02-21 06:30:48
Cruzer,NZ,iPad,0,hem,Hemlock Grove,view_video_info,title_results,2021-02-18 06:08:17
Cruzer,NZ,iPad,0,hemlo,Hemlock Grove,view_video_info,title_results,2021-02-18 06:05:43
Cruzer,NZ,iPad,0,fr,Friends,play,video_info,2021-02-17 15:44:36
Cruzer,NZ,iPad,0,fr,Friends,view_video_info,title_results,2021-02-17 15:44:32
Cruzer,NZ,MVPD STB,0,brd,Bridget Jones's Diary,view_video_info,title_results,2021-02-16 21:21:14
Cruzer,NZ,iPad,0,love fest,We Can Be Heroes,view_video_info,title_results,2021-02-13 04:10:34
Cruzer,NZ,iPad,0,indi,Indiana Jones and the Temple of Doom,view_video_info,title_results,2021-02-12 22:32:49
Cruzer,NZ,iPad,0,sh,Shazam!,view_video_info,title_results,2021-01-07 19:02:36
Cruzer,NZ,iPad,0,eqi,Equinox,play,video_info,2021-01-05 06:10:24
Cruzer,NZ,iPad,0,eqi,Equinox,view_video_info,title_results,2021-01-05 06:10:16
Cruzer,NZ,iPad,0,fas,Fast & Furious,view_video_info,title_results,2021-01-03 07:57:36
Cruzer,NZ,iPad,0,love actually,The Holiday,play,video_info,2020-12-24 06:56:54
Cruzer,NZ,iPad,0,love actually,The Holiday,view_video_info,title_results,2020-12-24 06:56:51
Cruzer,NZ,iPad,0,,Big Mouth,view_video_info,popularSearches,2020-12-24 05:20:01
Cruzer,NZ,MVPD STB,0,nail,Nailed It! Holiday!,play,video_info,2020-12-23 00:14:14
Cruzer,NZ,MVPD STB,0,nail,Nailed It! Holiday!,view_video_info,title_results,2020-12-23 00:14:11
Cruzer,NZ,iPad,0,wanted ,Wanted,play,video_info,2020-12-10 07:03:57
Cruzer,NZ,iPad,0,wanted ,Wanted,view_video_info,title_results,2020-12-10 07:03:48
Cruzer,NZ,iPad,0,christmas on,Dolly Parton’s Christmas on the Square,view_video_info,title_results,2020-12-08 07:35:44
Cruzer,NZ,iPad,0,selena,Selena,view_video_info,title_results,2020-12-08 07:31:38
Cruzer,NZ,iPad,0,the or,The Order,view_video_info,title_results,2020-12-06 05:49:24
Cruzer,NZ,iPad,0,doll,Dolly Parton’s Christmas on the Square,view_video_info,title_results,2020-12-05 18:05:59
Cruzer,NZ,iPad,0,doll,Dolly Parton: Here I Am,view_video_info,title_results,2020-12-05 18:05:53
Cruzer,NZ,iPad,0,dash,DASH & LILY,view_video_info,title_results,2020-11-29 01:58:53
Cruzer,NZ,iPad,0,happiest season,HAPPIEST SEASON,view_suggestion_info,suggestion_results,2020-11-28 05:51:47
Cruzer,NZ,iPad,0,das,DASH & LILY,view_video_info,title_results,2020-11-28 05:50:52
