Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.189.197,Auckland,2020-03-18T03:42:24.952Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.189.197,Auckland,2020-03-17T05:02:02.780Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.189.197,Auckland,2020-03-17T04:37:38.300Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.189.197,Auckland,2020-03-16T04:15:59.118Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-15T06:17:59.089Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.62.136.33,Auckland,2020-03-15T05:37:47.222Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-13T04:42:08.801Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.62.136.33,Auckland,2020-03-13T03:59:40.746Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2020-03-12T02:59:44.921Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-11T06:53:57.484Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-06T04:33:45.343Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2020-03-05T22:21:44.075Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-05T06:05:58.530Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2020-03-05T02:20:56.427Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-04T07:39:55.821Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2020-03-04T03:21:03.037Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-03-03T04:45:13.457Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.62.136.33,Auckland,2020-02-28T06:38:46.850Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.62.136.33,Auckland,2020-02-28T06:31:57.369Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.62.136.33,Auckland,2020-02-28T04:41:28.456Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.175.87,Auckland,2020-02-25T06:22:52.250Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-02-25T05:19:11.294Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.175.87,Auckland,2020-02-14T03:23:03.582Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-02-13T05:52:12.855Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2020-02-13T03:15:53.696Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-02-12T04:14:38.379Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-01-29T20:00:10.252Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-01-29T19:59:54.821Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.154.248.188,Auckland,2020-01-29T19:56:42.702Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-01-29T06:53:49.510Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.175.87,Auckland,2020-01-23T01:30:29.421Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,AU,iPad Air Cellular,iPad Air Cellular,146.185.236.38,New South Wales,2020-01-23T01:29:24.374Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,AU,iPad Air Cellular,iPad Air Cellular,5.62.23.25,New South Wales,2020-01-23T01:29:20.159Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2020-01-17T19:20:56.036Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:213a:7a8d:e12f:f80c,Texas,2020-01-17T12:27:17.039Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:213a:7a8d:e12f:f80c,Texas,2020-01-16T17:19:56.388Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:ddc:d5ce:f119:ba2e,Texas,2020-01-15T21:48:32.229Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:955d:7551:a287:6ce2,Texas,2020-01-15T14:40:47.239Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:882e:70c7:e554:fb9b,Texas,2020-01-14T16:02:42.536Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:2592:8f60:726e:babb,Texas,2020-01-13T15:48:50.955Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,98.6.198.2,Texas,2020-01-12T03:02:53.044Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,98.6.198.2,Texas,2020-01-10T20:31:02.993Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,98.6.198.2,Texas,2020-01-10T16:13:20.595Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:2528:cb0e:88ea:9d31,Texas,2020-01-10T12:52:26.273Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2020-01-10T12:19:48.874Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:2528:cb0e:88ea:9d31,Texas,2020-01-10T05:16:42.446Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:2528:cb0e:88ea:9d31,Texas,2020-01-09T16:01:53.922Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:10c1:ca04:ab80:3371,Texas,2020-01-09T05:17:46.684Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:10c1:ca04:ab80:3371,Texas,2020-01-06T04:42:09.080Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-05T15:44:54.504Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-05T08:10:17.232Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2020-01-05T08:01:53.701Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-04T21:00:43.202Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2020-01-04T20:35:35.213Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-04T14:49:54.247Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-04T06:30:49.628Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2020-01-04T06:11:56.693Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:b9c9:dac1:de98:408e,Texas,2020-01-03T22:50:13.391Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:c043:fe7:e66a:9e27,Texas,2020-01-03T21:13:59.001Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:c043:fe7:e66a:9e27,Texas,2020-01-03T04:15:58.933Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2020-01-03T04:06:21.273Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:c043:fe7:e66a:9e27,Texas,2020-01-02T15:00:03.178Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:c043:fe7:e66a:9e27,Texas,2019-12-30T03:59:55.534Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:1847:a3dc:b455:cbe7,Texas,2019-12-30T01:53:29.198Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:1847:a3dc:b455:cbe7,Texas,2019-12-27T02:11:49.487Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:1847:a3dc:b455:cbe7,Texas,2019-12-27T02:11:00.486Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:7582:1af0:2357:e9bb,Texas,2019-12-26T06:52:34.752Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2019-12-26T06:31:02.072Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:21c4:5e37:e663:aede,Texas,2019-12-25T11:51:15.387Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2019-12-25T11:48:03.257Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:21c4:5e37:e663:aede,Texas,2019-12-25T07:09:48.372Z
