Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:21c4:5e37:e663:aede,Texas,2019-12-24T10:15:14.030Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2605:6000:89cf:3e00:740c:65b3:e71b:650d,Texas,2019-12-23T10:31:00.432Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2019-12-23T10:24:28.295Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,72.182.164.1,Texas,2019-12-22T19:46:26.033Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,216.9.110.15,California,2019-12-22T16:58:33.489Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,US,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,216.9.110.9,California,2019-12-22T16:55:17.493Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-21T04:55:24.954Z
NFCDCH-02-FZQGFH54CF5YWAMEJL28HHQ41XDR6H,NZ,Chrome PC (Cadmium),Chrome PC (Cadmium),122.56.171.67,Wellington,2019-12-19T20:21:05.399Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-19T05:54:13.132Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-12-19T02:41:37.999Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-18T06:51:55.528Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-12T06:34:41.295Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.175.87,Auckland,2019-12-12T04:15:27.073Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-12-11T18:11:45.114Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-12-11T03:08:32.305Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.175.87,Auckland,2019-12-08T04:53:25.226Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NL,Chrome OS (Cadmium),Chrome OS (Cadmium),195.181.172.140,North Holland,2019-12-08T04:45:52.780Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NL,Chrome OS (Cadmium),Chrome OS (Cadmium),195.181.172.187,North Holland,2019-12-08T04:43:21.947Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.175.87,Auckland,2019-12-08T04:37:19.395Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-08T00:04:58.393Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.175.87,Auckland,2019-12-07T02:33:05.619Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.175.87,Auckland,2019-12-06T08:38:54.953Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-12-06T08:07:39.116Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.216.207,Auckland,2019-12-06T04:29:48.850Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-12-05T06:18:39.997Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.216.207,Auckland,2019-12-05T03:52:38.469Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-12-05T02:46:47.168Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-12-04T02:25:45.359Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-12-03T05:05:15.117Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-11-15T21:58:48.883Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.216.207,Auckland,2019-11-15T20:52:06.565Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-11-13T03:27:59.980Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-11-12T04:54:30.430Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.216.207,Auckland,2019-11-10T05:19:25.971Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.216.207,Auckland,2019-11-09T00:06:22.607Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.58.18.65,Auckland,2019-11-07T04:36:36.378Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.58.18.65,Auckland,2019-11-07T04:02:38.662Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-11-06T03:31:54.365Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.58.18.65,Auckland,2019-11-05T05:04:03.476Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.58.18.65,Auckland,2019-11-04T06:18:00.590Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.58.18.65,Auckland,2019-10-25T20:39:18.153Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.58.18.65,Auckland,2019-10-23T07:01:45.455Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.237.64.4,Auckland,2019-10-22T06:09:47.051Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.237.64.4,Auckland,2019-10-22T04:51:44.731Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.58.18.65,Auckland,2019-10-21T07:45:10.922Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.237.64.4,Auckland,2019-10-21T06:45:29.162Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.237.64.4,Auckland,2019-10-20T06:51:32.006Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.237.64.4,Auckland,2019-10-19T02:05:02.894Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.237.64.4,Auckland,2019-10-18T19:47:33.077Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.237.68.41,Auckland,2019-10-18T04:16:22.399Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.237.68.41,Auckland,2019-10-17T07:24:00.349Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.237.68.41,Auckland,2019-10-17T06:09:56.740Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.237.68.41,Auckland,2019-10-17T03:24:30.800Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2019-10-17T02:23:54.301Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.237.68.41,Auckland,2019-10-10T07:50:45.063Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.237.68.41,Auckland,2019-10-02T07:57:16.078Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.57.35.119,Auckland,2019-09-19T07:32:15.608Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.57.35.119,Auckland,2019-08-27T05:21:32.843Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.57.35.119,Auckland,2019-08-26T19:10:51.418Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,118.92.249.64,Canterbury,2019-08-26T07:37:38.346Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,US,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,185.51.229.179,Unknown,2019-08-04T03:04:25.484Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),122.57.36.142,Auckland,2019-05-26T01:48:30.407Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,122.57.36.142,Auckland,2019-04-21T04:56:10.954Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.66.96,Auckland,2019-03-23T23:04:41.164Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,122.57.37.227,Auckland,2019-03-10T04:43:23.215Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,122.57.37.227,Auckland,2019-02-26T06:05:47.432Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,122.57.37.227,Auckland,2019-02-23T04:09:14.157Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.65.218,Auckland,2019-02-17T01:27:00.931Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.71.225,Auckland,2019-02-16T22:07:21.382Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.64.83,Auckland,2019-02-04T03:10:41.935Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,125.237.64.83,Auckland,2019-01-21T06:29:23.621Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,125.237.64.83,Auckland,2018-12-29T00:29:08.182Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,125.237.69.25,Auckland,2018-12-28T22:33:23.735Z
NFANDROID1-PRV-T-L3-ROCKCH96=MAX=-4445-0E43AF9CBA596398A9E1B8B83E6DFA3D275B26CD9D783DD860895B9193799B5D1,NZ,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,125.237.69.25,Auckland,2018-12-25T07:59:40.031Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.69.25,Auckland,2018-12-24T08:27:49.459Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.237.69.25,Auckland,2018-12-15T03:15:33.232Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,122.57.36.127,Auckland,2018-11-17T00:49:31.022Z
